"","Study_number","Record_number","N","OtherFactor","Longitude","Clay_percent","Clay_depth","SOC_percent","SOC_depth","manipSM_per","manipSM_depth","BBL_notes","Percent_control","SM_mean","SM_sd","Author","Study_midyear","Latitude","Ecosystem_type","Manipulation","Manipulation_level","Meas_method","Species","Soil_type","Elevation","Meas_interval","Variable","Manip_Resp","Manip_SD","contSM_per","contSM_depth","Quality_flag","Control_Resp","Control_SD","Duration","sg_clay","sg_ocs","yi","vi"
"195",13015,2,3,NA,-7.25,53,NA,4.22,NA,35,5,"SM crudely estimated from Figure 1",120,NA,NA,"Zou",2015,52.95,"Forest","Irrigation","20% increase","IRGA",NA,"Low humic surfacewater gley",260,3,"Rh_annual",0.739899056628703,0.0528499326163359,30,5,NA,0.779536506090955,0.237824696773512,0,232.730769230769,88.1730769230769,-0.0521857531705702,0.0327262476378084
"196",13015,2,3,NA,-7.25,53,NA,4.22,NA,35,5,"SM crudely estimated from Figure 1",120,NA,NA,"Zou",2015,52.95,"Forest","Irrigation","20% increase","IRGA",NA,"Low humic surfacewater gley",260,3,"Rs_growingseason",1.18911735,0.2642483,30,5,NA,1.3212415,0.13212415,0,232.730769230769,88.1730769230769,-0.105360515657826,0.0197942386831276
"197",13018,2,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",115,NA,NA,"Yu",2014.5,30.52,"Grassland","Irrigation","15% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",1.85,NA,NA,NA,NA,1.95,NA,0,165.961538461538,82.7307692307692,-0.0526437334854219,NA
"198",13018,3,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",130,NA,NA,"Yu",2014.5,30.52,"Grassland","Irrigation","30% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",1.9,NA,NA,NA,NA,1.95,NA,0,165.961538461538,82.7307692307692,-0.0259754864032607,NA
"199",13018,5,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",115,NA,NA,"Yu",2015.5,30.52,"Grassland","Irrigation","15% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",1.25,NA,NA,NA,NA,1.5,NA,1,165.961538461538,82.7307692307692,-0.182321556793955,NA
"200",13018,6,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",130,NA,NA,"Yu",2015.5,30.52,"Grassland","Irrigation","30% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",1.5,NA,NA,NA,NA,1.5,NA,1,165.961538461538,82.7307692307692,0,NA
"201",13018,8,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",115,NA,NA,"Yu",2016.5,30.52,"Grassland","Irrigation","15% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",3.99,NA,NA,NA,NA,3.75,NA,2,165.961538461538,82.7307692307692,0.0620353909194527,NA
"202",13018,9,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",130,NA,NA,"Yu",2016.5,30.52,"Grassland","Irrigation","30% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",3.95,NA,NA,NA,NA,3.75,NA,2,165.961538461538,82.7307692307692,0.0519597389307112,NA
"203",13018,11,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",115,NA,NA,"Yu",2017.5,30.52,"Grassland","Irrigation","15% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",2.4,NA,NA,NA,NA,2.5,NA,3,165.961538461538,82.7307692307692,-0.0408219945202552,NA
"204",13018,12,3,NA,91.07,NA,NA,1.983,30,NA,NA,"SOC from https://www.nature.com/articles/s41598-017-16645-2",130,NA,NA,"Yu",2017.5,30.52,"Grassland","Irrigation","30% increase","IRGA",NA,NA,NA,0.1,"Rs_growingseason",2.9,NA,NA,NA,NA,2.5,NA,3,165.961538461538,82.7307692307692,0.148420005118273,NA
"205",13022,2,3,NA,-73.73,NA,NA,NA,NA,NA,NA,NA,101.1,NA,NA,"Ni",2017.5,41.78,"Forest","Irrigation",NA,"Gas chromatography",NA,"Lithic Dystrudepts",157,0.1,"Rs_annual",4.4608646248976,0.292351941706524,NA,NA,NA,4.1634736490236,1.00234951483762,0,148.081632653061,51.7755102040816,0.0689928716985132,0.0207516286397059
"206",13022,3,3,NA,-73.73,NA,NA,NA,NA,NA,NA,NA,101.6,NA,NA,"Ni",2017.5,41.78,"Forest","Irrigation","50% increase","Gas chromatography",NA,"Lithic Dystrudepts",157,0.1,"Rs_annual",5.72276687101974,0.250587378669767,NA,NA,NA,4.1634736490236,1.00234951483762,0,148.081632653061,51.7755102040816,0.318102669517972,0.0199590505160725
"207",13022,4,3,NA,-73.73,NA,NA,NA,NA,NA,NA,NA,102.2,NA,NA,"Ni",2017.5,41.78,"Forest","Irrigation","100% increase","Gas chromatography",NA,"Lithic Dystrudepts",157,0.1,"Rs_annual",4.87881950955263,0.180979773485189,NA,NA,NA,4.1634736490236,1.00234951483762,0,148.081632653061,51.7755102040816,0.158553549192119,0.0197786061597273
"208",13024,1,8,NA,-117.7,NA,NA,NA,NA,5.64,NA,NA,50,0.0564,0.34,"Aronson",2012,33.73,"Grassland","Drought","50% decrease","Gas chromatography",NA,"Myford sandy loam",365,30,"Rs_annual",1.33839040245224,1.21844031921359,7.62,NA,NA,1.59723005575668,1.75505911264963,0,230.020408163265,35.7551020408163,-0.176803214055508,0.254522455656545
"209",13024,3,8,NA,-117.7,NA,NA,NA,NA,9.78,NA,NA,150,0.0978,0.06,"Aronson",2012,33.73,"Grassland","Irrigation","50% increase","Gas chromatography",NA,"Myford sandy loam",365,30,"Rs_annual",1.66036167851386,1.51515894617234,7.62,NA,NA,1.59723005575668,1.75505911264963,0,230.020408163265,35.7551020408163,0.0387645434502445,0.255016962775348
"210",13030,1,4,NA,106.43,NA,NA,NA,NA,12.6,10,NA,66,NA,NA,"Bao",2014,36.27,"Grassland","Drought","66% of precipitation","IRGA",NA,"Haplic Calcisol",1974,7,"Rs_annual",2.45001294823349,0.0400002113997305,NA,NA,NA,NA,NA,0,228.596153846154,35.5384615384615,NA,NA
"211",13030,3,4,NA,106.43,NA,NA,NA,NA,18.2,10,NA,122,NA,NA,"Bao",2014,36.27,"Grassland","Irrigation","22% increase","IRGA",NA,"Haplic Calcisol",1974,7,"Rs_annual",2.55001347673282,0.0400002113997305,NA,NA,NA,NA,NA,0,228.596153846154,35.5384615384615,NA,NA
"212",13033,1,4,NA,117.58,NA,NA,1.42,10,8.8,10,NA,40,0.085,NA,"Zhang",2014,44.37,"Grassland","Drought","60% decrease","IRGA",NA,NA,1148,10,"Rs_annual",1.67400884707872,0.100000528499326,13.5,10,NA,2.7900147451312,0.160000845598922,0,193.96,40.76,-0.510825623765991,0.00171432078781676
"213",13033,1,4,NA,117.58,NA,NA,1.42,10,8.8,10,NA,40,0.085,NA,"Zhang",2014,44.37,"Grassland","Drought","60% decrease","IRGA",NA,NA,1148,10,"Rh_annual",0.681503601722908,0.0500002642496631,13.5,10,NA,1.45000766324023,0.00500002642496631,0,193.96,40.76,-0.755022584278033,0.00134867278978172
"214",13033,2,4,NA,117.58,NA,NA,1.42,10,11.2,10,NA,70,0.11,NA,"Zhang",2014,44.37,"Grassland","Drought","30% decrease","IRGA",NA,NA,1148,10,"Rs_annual",2.25991194355627,0.100000528499326,13.5,10,NA,2.7900147451312,0.160000845598922,0,193.96,40.76,-0.210721031315653,0.00131169881642024
"215",13033,2,4,NA,117.58,NA,NA,1.42,10,11.2,10,NA,70,0.11,NA,"Zhang",2014,44.37,"Grassland","Drought","30% decrease","IRGA",NA,NA,1148,10,"Rh_annual",1.04400551753297,0.0100000528499326,13.5,10,NA,1.45000766324023,0.00500002642496631,0,193.96,40.76,-0.328504066972036,2.59097781888111e-05
"216",13033,4,4,NA,117.58,NA,NA,1.42,10,15.4,10,NA,130,0.151,NA,"Zhang",2014,44.37,"Grassland","Irrigation","30% increase","IRGA",NA,NA,1148,10,"Rs_annual",2.98001574927992,0.100000528499326,13.5,10,NA,2.7900147451312,0.160000845598922,0,193.96,40.76,0.0658817046840389,0.00110370767130361
"217",13033,4,4,NA,117.58,NA,NA,1.42,10,15.4,10,NA,130,0.151,NA,"Zhang",2014,44.37,"Grassland","Irrigation","30% increase","IRGA",NA,NA,1148,10,"Rh_annual",1.65300873609386,0.0500002642496631,13.5,10,NA,1.45000766324023,0.00500002642496631,0,193.96,40.76,0.131028262406404,0.000231708539973335
"218",13033,5,4,NA,117.58,NA,NA,1.42,10,16.7,10,NA,160,0.17,NA,"Zhang",2014,44.37,"Grassland","Irrigation","60% increase","IRGA",NA,NA,1148,10,"Rs_annual",3.15001664772877,0.100000528499326,13.5,10,NA,2.7900147451312,0.160000845598922,0,193.96,40.76,0.121360857004267,0.00107414145370639
"219",13033,5,4,NA,117.58,NA,NA,1.42,10,16.7,10,NA,160,0.17,NA,"Zhang",2014,44.37,"Grassland","Irrigation","60% increase","IRGA",NA,NA,1148,10,"Rh_annual",1.81250957905029,0.0700003699495283,13.5,10,NA,1.45000766324023,0.00500002642496631,0,193.96,40.76,0.22314355131421,0.000375862068965517
"220",13044,2,4,NA,87.9,NA,NA,0.221,NA,9,5,NA,130,NA,NA,"Yue",2015,44.43,"Desert","Irrigation","30% increase","Gas chromatography",NA,NA,437,3,"Rs_annual",0.383368126205639,0.143672541817509,6,5,NA,0.28806120022197,0.11911846312396,0,169.288461538462,25.3653846153846,0.285822734253509,0.077861262742152
"221",13044,2,4,NA,87.9,NA,NA,0.221,NA,9,5,NA,130,NA,NA,"Yue",2015,44.43,"Desert","Irrigation","30% increase","Gas chromatography",NA,NA,437,3,"Rs_growingseason",0.3028655466,NA,6,5,NA,0.228385842,NA,0,169.288461538462,25.3653846153846,0.282252478313587,NA
"222",13072,2,5,NA,116.28,NA,NA,NA,NA,2,10,NA,40,NA,NA,"Yang",2015.5,42.03,"Grassland","Drought","60% decrease","IRGA",NA,NA,1324,10,"Rs_annual",1.25000660624158,0.0500002642496631,5.5,10,NA,2.00001056998652,0.250001321248315,0,172.44,24.54,-0.470003629245736,0.003445
"223",13072,3,5,NA,116.28,NA,NA,NA,NA,6,10,NA,160,NA,NA,"Yang",2015.5,42.03,"Grassland","Irrigation","60% increase","IRGA",NA,NA,1324,10,"Rs_annual",2.20001162698518,0.0956526794387337,5.5,10,NA,2.00001056998652,0.250001321248315,0,172.44,24.54,0.0953101798043247,0.00350307183368472
"224",13072,5,5,NA,116.28,NA,NA,NA,NA,4,10,NA,40,NA,NA,"Yang",2016.5,42.03,"Grassland","Drought","60% decrease","IRGA",NA,NA,1324,10,"Rs_annual",1.30000687049124,0.150000792748989,5,10,NA,2.20001162698518,0.0500002642496631,1,172.44,24.54,-0.526093095896779,0.00276602767861509
"225",13072,6,5,NA,116.28,NA,NA,NA,NA,6.5,10,NA,160,NA,NA,"Yang",2016.5,42.03,"Grassland","Irrigation","60% increase","IRGA",NA,NA,1324,10,"Rs_annual",2.10001109848585,0.150000792748989,5,10,NA,2.20001162698518,0.0500002642496631,1,172.44,24.54,-0.0465200156348928,0.00112371394838927
"226",13072,8,5,NA,116.28,NA,NA,NA,NA,3,10,NA,40,NA,NA,"Yang",2017.5,42.03,"Grassland","Drought","60% decrease","IRGA",NA,NA,1324,10,"Rs_annual",1.30000687049124,0.0500002642496631,7,10,NA,1.75000924873821,0.100000528499326,2,172.44,24.54,-0.297251523467932,0.000948919212655477
"227",13072,9,5,NA,116.28,NA,NA,NA,NA,9,10,NA,160,NA,NA,"Yang",2017.5,42.03,"Grassland","Irrigation","60% increase","IRGA",NA,NA,1324,10,"Rs_annual",2.35001241973416,0.100000528499326,7,10,NA,1.75000924873821,0.100000528499326,2,172.44,24.54,0.294799540220645,0.00101521604567585
"228",13072,11,5,NA,116.28,NA,NA,NA,NA,8,10,NA,40,NA,NA,"Yang",2018.5,42.03,"Grassland","Drought","60% decrease","IRGA",NA,NA,1324,10,"Rs_annual",0.900004756493935,0.100000528499326,9,10,NA,1.25000660624158,0.0500002642496631,3,172.44,24.54,-0.328504066972036,0.00278913580246914
"229",13072,12,5,NA,116.28,NA,NA,NA,NA,11,10,NA,160,NA,NA,"Yang",2018.5,42.03,"Grassland","Irrigation","60% increase","IRGA",NA,NA,1324,10,"Rs_annual",1.55000819173956,0.200001056998652,9,10,NA,1.25000660624158,0.0500002642496631,3,172.44,24.54,0.215111379616945,0.00364986472424558
"230",13079,1,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2014.5,41.87,"Desert","Drought","30% decrease","IRGA",NA,NA,1484,10,"Rs_annual",1.00000528499326,0.0100000528499326,NA,NA,NA,1.00000528499326,0.0100000528499326,0,224.254901960784,26.0392156862745,0,6.66666666666667e-05
"231",13079,3,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2014.5,41.87,"Desert","Irrigation","30% increase","IRGA",NA,NA,1484,10,"Rs_annual",1.15000607774225,0.150000792748989,NA,NA,NA,1.00000528499326,0.0100000528499326,0,224.254901960784,26.0392156862745,0.139761942375159,0.00570441083805923
"232",13079,4,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2015.5,41.87,"Desert","Drought","30% decrease","IRGA",NA,NA,1484,10,"Rs_annual",0.750003963744946,0.0100000528499326,NA,NA,NA,0.990005232143329,0.0100000528499326,1,224.254901960784,26.0392156862745,-0.277631736598279,9.32693942794953e-05
"233",13079,6,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2015.5,41.87,"Desert","Irrigation","30% increase","IRGA",NA,NA,1484,10,"Rs_annual",1.70000898448854,0.300001585497979,NA,NA,NA,0.990005232143329,0.0100000528499326,1,224.254901960784,26.0392156862745,0.540678586915672,0.0104146329723905
"234",13079,7,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2016.5,41.87,"Desert","Drought","30% decrease","IRGA",NA,NA,1484,10,"Rs_annual",1.08000570779272,0.120000634199191,NA,NA,NA,1.70000898448854,0.300001585497979,2,224.254901960784,26.0392156862745,-0.453667209926042,0.0144958491748188
"235",13079,9,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2016.5,41.87,"Desert","Irrigation","30% increase","IRGA",NA,NA,1484,10,"Rs_annual",2.50001321248315,0.500002642496631,NA,NA,NA,1.70000898448854,0.300001585497979,2,224.254901960784,26.0392156862745,0.385662480811985,0.0237139561707036
"236",13079,10,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2017.5,41.87,"Desert","Drought","30% decrease","IRGA",NA,NA,1484,10,"Rs_annual",1.20000634199191,0.300001585497979,NA,NA,NA,1.80000951298787,0.0500002642496631,3,224.254901960784,26.0392156862745,-0.405465108108164,0.0210905349794239
"237",13079,12,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2017.5,41.87,"Desert","Irrigation","30% increase","IRGA",NA,NA,1484,10,"Rs_annual",3.20001691197844,0.100000528499326,NA,NA,NA,1.80000951298787,0.0500002642496631,3,224.254901960784,26.0392156862745,0.575364144903562,0.000582722479423868
"238",13079,13,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2018.5,41.87,"Desert","Drought","30% decrease","IRGA",NA,NA,1484,10,"Rs_annual",0.750003963744946,0.0500002642496631,NA,NA,NA,1.15000607774225,0.0500002642496631,4,224.254901960784,26.0392156862745,-0.42744401482694,0.0021116012042288
"239",13079,15,3,NA,111.88,15.9,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2018.5,41.87,"Desert","Irrigation","30% increase","IRGA",NA,NA,1484,10,"Rs_annual",2.20001162698518,0.100000528499326,NA,NA,NA,1.15000607774225,0.0500002642496631,4,224.254901960784,26.0392156862745,0.648695417989111,0.0013188249569071
"240",13079,16,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2014.5,42.2,"Grassland","Drought","30% decrease","IRGA",NA,NA,1393,10,"Rs_annual",1.15000607774225,0.0500002642496631,NA,NA,NA,1.50000792748989,0.0100000528499326,0,248.2,24.2,-0.265703165733006,0.000644934537562137
"241",13079,18,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2014.5,42.2,"Grassland","Irrigation","30% increase","IRGA",NA,NA,1393,10,"Rs_annual",2.05001083423619,0.250001321248315,NA,NA,NA,1.50000792748989,0.0100000528499326,0,248.2,24.2,0.312374685042152,0.00497218146165202
"242",13079,19,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2015.5,42.2,"Grassland","Drought","30% decrease","IRGA",NA,NA,1393,10,"Rs_annual",1.18000623629205,0.0300001585497978,NA,NA,NA,1.9000100414872,0.0100000528499326,1,248.2,24.2,-0.476339447694821,0.000224688939270112
"243",13079,21,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2015.5,42.2,"Grassland","Irrigation","30% increase","IRGA",NA,NA,1393,10,"Rs_annual",2.50001321248315,0.400002113997305,NA,NA,NA,1.9000100414872,0.0100000528499326,1,248.2,24.2,0.27443684570176,0.00854256694367498
"244",13079,22,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2016.5,42.2,"Grassland","Drought","30% decrease","IRGA",NA,NA,1393,10,"Rs_annual",1.8700098829374,0.180000951298787,NA,NA,NA,2.75001453373147,0.150000792748989,2,248.2,24.2,-0.385662480811985,0.00408018530698619
"245",13079,24,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2016.5,42.2,"Grassland","Irrigation","30% increase","IRGA",NA,NA,1393,10,"Rs_annual",3.00001585497979,0.100000528499326,NA,NA,NA,2.75001453373147,0.150000792748989,2,248.2,24.2,0.0870113769896297,0.00136210590756045
"246",13079,25,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2017.5,42.2,"Grassland","Drought","30% decrease","IRGA",NA,NA,1393,10,"Rs_annual",1.15000607774225,0.350001849747642,NA,NA,NA,2.60001374098248,0.100000528499326,3,248.2,24.2,-0.815749502652277,0.0313689630615616
"247",13079,27,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2017.5,42.2,"Grassland","Irrigation","30% increase","IRGA",NA,NA,1393,10,"Rs_annual",3.10001638347911,0.147619827788495,NA,NA,NA,2.60001374098248,0.100000528499326,3,248.2,24.2,0.175890666463664,0.0012489545456965
"248",13079,28,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2018.5,42.2,"Grassland","Drought","30% decrease","IRGA",NA,NA,1393,10,"Rs_annual",0.900004756493935,0.100000528499326,NA,NA,NA,2.10001109848585,0.0100000528499326,4,248.2,24.2,-0.847297860387204,0.00412278491643571
"249",13079,30,3,NA,116.47,12.6,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2018.5,42.2,"Grassland","Irrigation","30% increase","IRGA",NA,NA,1393,10,"Rs_annual",2.7600145865814,0.0400002113997305,NA,NA,NA,2.10001109848585,0.0100000528499326,4,248.2,24.2,0.273293334999682,7.75718815146306e-05
"250",13079,31,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2014.5,45.95,"Grassland","Drought","30% decrease","IRGA",NA,NA,992,10,"Rs_annual",1.50000792748989,0.0100000528499326,NA,NA,NA,1.75000924873821,0.0500002642496631,0,176.38,47.18,-0.154150679827258,0.00028692365835223
"251",13079,33,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2014.5,45.95,"Grassland","Irrigation","30% increase","IRGA",NA,NA,992,10,"Rs_annual",2.00001056998652,0.250001321248315,NA,NA,NA,1.75000924873821,0.0500002642496631,0,176.38,47.18,0.133531392624523,0.00548044217687075
"252",13079,34,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2015.5,45.95,"Grassland","Drought","30% decrease","IRGA",NA,NA,992,10,"Rs_annual",1.60000845598922,0.0500002642496631,NA,NA,NA,2.50001321248315,0.400002113997305,1,176.38,47.18,-0.446287102628419,0.00885885416666667
"253",13079,36,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2015.5,45.95,"Grassland","Irrigation","30% increase","IRGA",NA,NA,992,10,"Rs_annual",3.20001691197844,0.550002906746294,NA,NA,NA,2.50001321248315,0.400002113997305,1,176.38,47.18,0.246860077931526,0.0183803385416667
"254",13079,37,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2016.5,45.95,"Grassland","Drought","30% decrease","IRGA",NA,NA,992,10,"Rs_annual",2.00001056998652,0.300001585497979,NA,NA,NA,2.90001532648046,0.100000528499326,2,176.38,47.18,-0.371563556432483,0.00789635354736425
"255",13079,39,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2016.5,45.95,"Grassland","Irrigation","30% increase","IRGA",NA,NA,992,10,"Rs_annual",3.50001849747642,0.600003170995957,NA,NA,NA,2.90001532648046,0.100000528499326,2,176.38,47.18,0.188052231502939,0.0101922719147112
"256",13079,40,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2017.5,45.95,"Grassland","Drought","30% decrease","IRGA",NA,NA,992,10,"Rs_annual",2.10001109848585,0.150000792748989,NA,NA,NA,3.05001611922945,0.0500002642496631,3,176.38,47.18,-0.373204245889943,0.00179026192578617
"257",13079,42,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2017.5,45.95,"Grassland","Irrigation","30% increase","IRGA",NA,NA,992,10,"Rs_annual",4.50002378246968,0.200001056998652,NA,NA,NA,3.05001611922945,0.0500002642496631,3,176.38,47.18,0.388935806156954,0.000748017867669097
"258",13079,43,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,70,NA,NA,"Li",2018.5,45.95,"Grassland","Drought","30% decrease","IRGA",NA,NA,992,10,"Rs_annual",1.55000819173956,0.100000528499326,NA,NA,NA,3.00001585497979,0.150000792748989,4,176.38,47.18,-0.660357357736954,0.00222077696843566
"259",13079,45,3,NA,118.37,16.3,10,NA,NA,NA,NA,NA,130,NA,NA,"Li",2018.5,45.95,"Grassland","Irrigation","30% increase","IRGA",NA,NA,992,10,"Rs_annual",3.75001981872473,0.65000343524562,NA,NA,NA,3.00001585497979,0.150000792748989,4,176.38,47.18,0.22314355131421,0.0108481481481481
"260",13094,2,3,NA,120.18,NA,NA,0.378,NA,25,10,NA,0,NA,NA,"Ge",2013.5,30.08,"Forest","Drought","Throughfall exclusion",NA,NA,"Haplic Luvisol",NA,30,"Rs_annual",1.89000998863726,NA,NA,NA,NA,NA,NA,0,322.238095238095,45.7142857142857,NA,NA
"261",13096,2,3,NA,54.72,NA,NA,NA,NA,9.39,20,NA,70,NA,NA,"Diaz-Guerra",2012.5,42.04,"Shrubland","Drought","70% of original precipitation","IRGA",NA,"Typic Haploxerept",250,30,"Rs_annual",1.50000792748989,0.259808994212932,11.62,20,NA,1.95001030573686,0.173205996141955,0,326.387755102041,39.6326530612245,-0.262364264467491,0.0126298487833132
"262",13189,2,4,NA,116.75,NA,NA,NA,NA,NA,10,NA,0,NA,NA,"Zhou",2015.5,44.3,"Grassland","Drought","0% of original precipitation","IRGA",NA,NA,1079,7,"Rs_annual",3.06001617207938,0.0850004492244272,NA,10,NA,4.58335755621912,0.133334034669556,0,198.156862745098,44.7450980392157,-0.404011619480181,0.000404471471935349
"263",13189,2,4,NA,116.75,NA,NA,NA,NA,NA,10,NA,0,NA,NA,"Zhou",2015.5,44.3,"Grassland","Drought","0% of original precipitation","IRGA",NA,NA,1079,7,"Rh_annual",2.40001268398383,0.0666670183389266,NA,10,NA,3.31668419522765,0.103333846127421,0,198.156862745098,44.7450980392157,-0.323491525148492,0.000435571713868109
"264",13189,4,4,NA,116.75,NA,NA,NA,NA,NA,10,NA,0,NA,NA,"Zhou",2016.5,44.3,"Grassland","Drought","0% of original precipitation","IRGA",NA,NA,1079,7,"Rs_annual",2.35001241973416,0.043333562349708,NA,10,NA,3.01668260972967,0.0833337704198927,1,198.156862745098,44.7450980392157,-0.249737140887657,0.000275781386522554
"265",13189,4,4,NA,116.75,NA,NA,NA,NA,NA,10,NA,0,NA,NA,"Zhou",2016.5,44.3,"Grassland","Drought","0% of original precipitation","IRGA",NA,NA,1079,7,"Rh_annual",1.66667540839785,0.0533336151732157,NA,10,NA,1.91667678963084,0.133334034669556,1,198.156862745098,44.7450980392157,-0.139761978882781,0.00146582983579524
"266",13193,2,3,NA,128.08,NA,NA,0.9403,10,35,5,"SM estimated from Figure 1",70,NA,NA,"Chen",2016.5,42.4,"Forest","Drought","30% reduction","IRGA",NA,NA,NA,15,"Rs_annual",3.50001849747642,NA,NA,NA,NA,NA,NA,0,196.632653061224,75.9183673469388,NA,NA
"267",13193,4,3,NA,128.08,NA,NA,0.9301,10,32,5,"SM estimated from Figure 1",70,NA,NA,"Chen",2017.5,42.4,"Forest","Drought","30% reduction","IRGA",NA,NA,NA,15,"Rs_annual",3.50001849747642,NA,NA,NA,NA,NA,NA,1,196.632653061224,75.9183673469388,NA,NA
"268",13242,1,3,NA,34.2,NA,NA,NA,NA,25,30,NA,50,NA,NA,"Ondier",2012.5,-0.58,"Savanna","Drought","50% reduction","IRGA",NA,"Loam",1300,30,"Rs_annual",6.5000343524562,2.00001056998652,22,30,NA,8.00004227994609,2.00001056998652,0,399.372549019608,54.6666666666667,-0.207639364778244,0.0523915187376726
"269",13242,3,3,NA,34.2,NA,NA,NA,NA,27,30,NA,150,NA,NA,"Ondier",2012.5,-0.58,"Savanna","Irrigation","50% increase","IRGA",NA,"Loam",1300,30,"Rs_annual",10.0000528499326,1.00000528499326,22,30,NA,8.00004227994609,2.00001056998652,0,399.372549019608,54.6666666666667,0.22314355131421,0.0241666666666667
