"","Study_number","Record_number","N","OtherFactor","Longitude","Clay_percent","Clay_depth","SOC_percent","SOC_depth","manipSM_per","manipSM_depth","BBL_notes","Percent_control","SM_mean","SM_sd","Author","Study_midyear","Latitude","Ecosystem_type","Manipulation","Manipulation_level","Meas_method","Species","Soil_type","Elevation","Meas_interval","Variable","Manip_Resp","Manip_SD","contSM_per","contSM_depth","Quality_flag","Control_Resp","Control_SD","Duration","sg_clay","sg_ocs","yi","vi"
"58",6048,4494,5,NA,116.27,NA,NA,NA,NA,16,10,NA,130,0.16,0.006708203932,"Yan",2009,42.03333333,"Grassland","Irrigation","120 mm","IRGA","Stipa krylovii; Agropyron cristatum; Artemesia frigida","Chestnut soil",1324,NA,"Rs_growingseason",3.16,0.2683281573,13.7,10,"",2.74,0.0894427191,0,177.795918367347,24.469387755102,0.142614107198842,0.00165519396468428
"59",6048,4500,5,NA,116.27,NA,NA,NA,NA,12.5,10,NA,130,0.13,0.004472135955,"Yan",2010,42.03333333,"Grassland","Irrigation","120 mm","IRGA","Stipa krylovii; Agropyron cristatum; Artemesia frigida","Chestnut soil",1324,NA,"Rs_growingseason",1.93,0.1118033989,10.7,10,"",1.36,0.06708203932,1,177.795918367347,24.469387755102,0.350035303168833,0.00115775065301701
"60",6112,4556,5,NA,35.05,NA,NA,NA,NA,31,5,"SM estimated from Figure 1",130,NA,NA,"Talmon",2006.5,31.7,"Shrubland","Irrigation","","IRGA","Sarcopoterium spinosum","Clay (Terra rossa)",500,30,"Rs_annual",1.88938509103401,NA,22,5,"",1.67534286393785,NA,0,436.632653061225,41.3673469387755,0.120233588256782,NA
"61",6112,4557,5,NA,35.05,NA,NA,NA,NA,22,5,"SM estimated from Figure 1",70,NA,NA,"Talmon",2006.5,31.7,"Shrubland","Drought","","IRGA","Sarcopoterium spinosum","Clay (Terra rossa)",500,30,"Rs_annual",1.58549797849008,NA,22,5,"",1.67534286393785,NA,0,436.632653061225,41.3673469387755,-0.0551192992210796,NA
"62",6112,4559,5,NA,34.9,NA,NA,NA,NA,21,5,"SM estimated from Figure 1",130,NA,NA,"Talmon",2006.5,31.38333333,"Shrubland","Irrigation","","IRGA","Sarcopoterium spinosum","Loam (Brown Rendiza)",500,30,"Rs_annual",1.49036809978067,NA,20,5,"",1.13363105462041,NA,0,362.06,29.94,0.273597332570042,NA
"63",6112,4560,5,NA,34.9,NA,NA,NA,NA,17,5,"SM estimated from Figure 1",70,NA,NA,"Talmon",2006.5,31.38333333,"Shrubland","Drought","","IRGA","Sarcopoterium spinosum","Loam (Brown Rendiza)",500,30,"Rs_annual",1.24725840974553,NA,20,5,"",1.13363105462041,NA,0,362.06,29.94,0.0955220666575382,NA
"64",6168,4596,6,NA,-96.58,NA,NA,NA,NA,33.3,15,NA,70,NA,NA,"Fay",1998,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",9.7,1.224744871,37,15,"Q01",9.7,1.224744871,0,435.3,101.48,0,0.0053140610020222
"65",6168,4597,6,NA,-96.58,NA,NA,NA,NA,34.2,15,NA,70,NA,NA,"Fay",1999,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",7,0.07348469228,38,15,"Q01",7.5,0.2449489743,1,435.3,101.48,-0.0689928714869514,0.000196145124746279
"66",6168,4598,6,NA,-96.58,NA,NA,NA,NA,21.6,15,NA,70,NA,NA,"Fay",2000,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",7.7,0.4898979486,24,15,"Q01",9,1.469693846,2,435.3,101.48,-0.156004248476581,0.0051190944718597
"67",6168,4599,6,NA,-96.58,NA,NA,NA,NA,25.2,15,NA,70,NA,NA,"Fay",2001,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",9.3,0.3674234614,28,15,"Q01",9.9,0.6123724357,3,435.3,101.48,-0.0625203569813339,0.000897835713195122
"68",6168,4600,6,NA,-96.58,NA,NA,NA,NA,19.8,15,NA,70,NA,NA,"Fay",2003,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",7,0.1224744871,22,15,"Q01",7.7,0.1224744871,5,435.3,101.48,-0.0953101798043249,9.31860346848874e-05
"69",6168,4601,6,NA,-96.58,NA,NA,NA,NA,26.1,15,NA,70,NA,NA,"Fay",2004,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",9.6,0.1224744871,29,15,"Q01",10,0.3674234614,6,435.3,101.48,-0.0408219945202552,0.00025212673607236
"70",6168,4602,6,NA,-96.58,NA,NA,NA,NA,27,15,NA,70,NA,NA,"Fay",2005,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",8.2,0.1224744871,30,15,"Q01",8.5,0.6123724357,7,435.3,101.48,-0.0359320092260634,0.000902232152953572
"71",6168,4603,6,NA,-96.58,NA,NA,NA,NA,22.5,15,NA,70,NA,NA,"Fay",2006,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",7.6,0.2449489743,25,15,"Q01",8.4,0.6123724357,8,435.3,101.48,-0.100083458556983,0.00105890116900532
"72",6168,4604,6,NA,-96.58,NA,NA,NA,NA,23.4,15,NA,70,NA,NA,"Fay",2007,39.08333333,"Grassland","Drought","70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",9.1,0.1224744871,26,15,"Q01",9,0.3674234614,9,435.3,101.48,0.0110498361865849,0.000307967368361198
"73",6168,4616,6,"Altered timing",-96.58,NA,NA,NA,NA,22,15,NA,70,NA,NA,"Fay",1998,39.08333333,"Grassland","Drought","Altered timing, 70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",8.3,0.3674234614,31.82,15,"Q01",8.4,0.4898979486,0,435.3,101.48,-0.0119761910467156,0.00089350105946629
"74",6168,4617,6,"Altered timing",-96.58,NA,NA,NA,NA,27,15,NA,70,NA,NA,"Fay",1999,39.08333333,"Grassland","Drought","Altered timing, 70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",6.2,0.1224744871,32.68,15,"Q01",6.3,0.2449489743,1,435.3,101.48,-0.0160003413464411,0.000316989053303451
"75",6168,4618,6,"Altered timing",-96.58,NA,NA,NA,NA,20,15,NA,70,NA,NA,"Fay",2000,39.08333333,"Grassland","Drought","Altered timing, 70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",7,0.4898979486,20.64,15,"Q01",7.2,0.4898979486,2,435.3,101.48,-0.0281708769666963,0.00158793146916497
"76",6168,4619,6,"Altered timing",-96.58,NA,NA,NA,NA,18,15,NA,70,NA,NA,"Fay",2001,39.08333333,"Grassland","Drought","Altered timing, 70% precip","IRGA","Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis","Silty clay loam",NA,NA,"Rs_growingseason",7.9,0.9797958971,24.08,15,"Q01",9.3,0.3674234614,3,435.3,101.48,-0.163151640686234,0.00282383739755863
"77",6248,4767,3,NA,-3.47,NA,NA,NA,NA,35.7,10,NA,83.64174685,0.36,NA,"Carter",2006.5,53.05,"Shrubland","Drought","","IRGA","Calluna vulgaris; Vaccinium myrtillus; E. nigrum","Peaty podzol",490,21,"Rs_annual",1.67270036730703,0.0549232610786671,45.9,10,"",1.3688132547631,0.146462029543112,7.5,227.52,92.54,0.200495179884693,0.00417566277451327
"78",6248,4770,3,NA,10.48,NA,NA,NA,NA,15.1,6,NA,84.28143713,0.15,NA,"Carter",2003.5,56.38333333,"Shrubland","Drought","","IRGA","Calluna vulgaris; Deschampsia flexuosa","Sandy podzol",57,21,"Rs_annual",1.35560077160902,0.0823848916312132,17.6,6,"",1.93430753375789,0.164769783236001,4.5,141.395833333333,62.8541666666667,-0.355504668790542,0.00364985269494491
"79",6248,4776,3,NA,5.9,NA,NA,NA,NA,17.1,10,NA,80.32454361,0.17,NA,"Carter",1999,52.4,"Shrubland","Drought","","IRGA","Calluna vulgaris","Sandy podzol",25,21,"Rs_annual",0.753111539782787,0.329539566366303,21.8,10,"",0.819173955553207,0.219693044314668,0,76.6585365853659,65.0487804878049,-0.0840831172105413,0.0877977406480835
"80",6248,4779,3,NA,1.82,NA,NA,NA,NA,17,15,NA,72.18181818,0.17,NA,"Carter",2007.5,41.31666667,"Shrubland","Drought","","IRGA","Erica multiflora; Globularia alypum","Petrocalcic calcisol",210,21,"Rs_annual",0.787463995983405,0.0869618300346167,19.8,15,"",1.03057368601855,0.13730815270988,8.5,293.442307692308,53.5576923076923,-0.269053252618288,0.00998229196429301
"81",6272,4794,3,NA,112.49,NA,NA,NA,NA,21,5,NA,200,0.21,0.01,"Deng",2007,23.17,"Forest","Irrigation","2x precip","IRGA","Pinus massoniana","",250,10,"Rs_annual",2.53943926221494,0.109975716090162,18,5,"",2.20119969347039,0.11005998467352,0,294.64,50.7,0.14294076680345,0.00145850125044938
"82",6272,4795,3,NA,112.49,NA,NA,NA,NA,31,5,NA,200,0.31,0.01,"Deng",2008,23.17,"Forest","Irrigation","2x precip","IRGA","Schima superba; Castanopsis chinensis; Craibiodendron scleranthum","",260,10,"Rs_annual",3.25027085590466,0.120010000845599,28,5,"",3.03887112543931,0.1299517257617,1,294.64,50.7,0.0672522270091675,0.00106400042765101
"83",6272,4796,3,NA,112.49,NA,NA,NA,NA,30,5,NA,200,0.3,0.01,"Deng",2009,23.17,"Forest","Irrigation","2x precip","IRGA","Castanopsis chinensis; Cryptocarya concinna; Schima superba; Machilus chinensis","",260,10,"Rs_annual",3.08115107153238,0.110041109690035,27,5,"",3.06001109848585,0.130000471500674,2,294.64,50.7,0.00688470877749701,0.00102679052730278
"84",6299,4853,4,NA,-84.48,NA,NA,NA,NA,11.8,30,NA,150,0.118,NA,"Ford",2009,31.27,"Savanna","Irrigation","50%","IRGA","Pinus palustris; Quercus spp.; Aristida spp.","Typic Quartzipsamments",158,0.1,"Rs_annual",2.00829743942076,0.180218270221705,7.8,30,"Q01",1.78368522580134,0.0359379541791084,0,162.461538461538,36.1923076923077,0.118605742407847,0.00211466217620616
"85",6299,4855,4,NA,-84.48,NA,NA,NA,NA,11.8,30,NA,150,0.118,NA,"Ford",2009,31.27,"Savanna","Irrigation","50%","Gradient","Pinus palustris; Quercus spp.; Aristida spp.","Typic Quartzipsamments",158,0.1,"Rs_annual",2.23290965304019,0.216156224400814,7.8,30,"Q01",1.21554845017573,0.288296382422112,0,162.461538461538,36.1923076923077,0.608110137874033,0.0164056553751169
"86",6489,5021,3,NA,121.65,NA,NA,NA,NA,20,10,NA,150,NA,NA,"Ruehr",2010,44.32375,"Forest","Irrigation","","IRGA","Pinus ponderosa","",977,0.02,"Rs_growingseason",2.46,0.2170588235,15.6,10,"",1.64,0.1929411765,0,175.66,28.56,0.405465108108164,0.00720876585998819
"87",6505,5059,6,NA,11.97,2,15,NA,NA,14.8,20,NA,92,NA,NA,"Selsted",2006,55.88333333,"Shrubland","Drought","","IRGA","Calluna vulgaris; Deschampsia flexuosa","Sand",NA,30,"Rs_annual",1.60928044816743,0.0739899056628703,16.3,20,"",1.77575773590889,0.0739899056628703,0,213.705882352941,55.3529411764706,-0.0984400728132525,0.000641666116175629
"88",6505,5066,6,NA,11.97,2,15,NA,NA,14.8,20,NA,92,NA,NA,"Selsted",2007,55.88333333,"Shrubland","Drought","","IRGA","Calluna vulgaris; Deschampsia flexuosa","Sand",NA,30,"Rs_annual",2.05321988214465,0.0792748989245039,16.3,20,"",1.89995507755728,0.0792748989245039,1,213.705882352941,55.3529411764706,0.0775789926466007,0.000538613131503513
"89",6502,5090,3,NA,11.69,NA,NA,NA,NA,45,5,NA,0,0.45,NA,"Schindlbacher",2008,47.70555556,"Forest","Drought","","IRGA","Picea abies; Fagus sylvatica; Abies alba","Chromic Cambisols and Rendzic Leptosols",910,15,"Rs_growingseason",2.731,0.3292690339,50,5,"",3.311,0.7871321876,0,299.06,80.36,-0.192582416073541,0.0236843916663384
"90",6502,5091,3,NA,11.69,NA,NA,NA,NA,40,5,NA,0,0.4,NA,"Schindlbacher",2009,47.70555556,"Forest","Drought","","IRGA","Picea abies; Fagus sylvatica; Abies alba","Chromic Cambisols and Rendzic Leptosols",910,15,"Rs_growingseason",2.802,0.2545944321,45,5,"",3.495,0.6681937925,1,299.06,80.36,-0.220999927770958,0.0149359306768411
"91",6502,5092,3,NA,11.69,NA,NA,NA,NA,40,5,NA,0,0.4,NA,"Schindlbacher",2010,47.70555556,"Forest","Drought","","IRGA","Picea abies; Fagus sylvatica; Abies alba","Chromic Cambisols and Rendzic Leptosols",910,15,"Rs_growingseason",2.688,0.415824791,45,5,"",2.924,0.8911172835,2,299.06,80.36,-0.0841551192266289,0.0389365114239422
"92",6540,5097,3,NA,-71.22,9,NA,NA,NA,30,10,"SM estimated from Figure 1 but relative diff matches results text",150,NA,NA,"Suseela",2009,43.385,"Grassland","Irrigation","","IRGA","Acer rubrum; Betula lenta; Quercus rubra; Pinus strobus; mix","Mesic Typic Dystrudept",NA,30,"Rh_annual",1.41373569748699,0.0343524562006183,25,10,"",1.51943556271966,0.0660624157704199,0,105.473684210526,64.4736842105263,-0.0721032939013438,0.000826934582851553
"93",6540,5098,3,NA,-71.22,9,NA,NA,NA,18,10,"SM estimated from Figure 1 but relative diff matches results text",50,NA,NA,"Suseela",2009,43.385,"Grassland","Drought","","IRGA","Acer rubrum; Betula lenta; Quercus rubra; Pinus strobus; mix","Mesic Typic Dystrudept",NA,30,"Rh_annual",1.19440847712919,0.0396374494622519,25,10,"",1.51943556271966,0.0660624157704199,0,105.473684210526,64.4736842105263,-0.240687860965119,0.000997219730578789
"94",7048,5427,3,NA,112.49,NA,NA,NA,NA,16.91,5,NA,0,0.08,0.003,"Jiang",2007.5,23.17,"Forest","Drought","","IRGA","Pinus massoniana; Rhodomyrtus tomentosa; Dicranopteris linearis","Oxisols",225,10,"Rs_annual",1.09927859841979,0.0499672090214835,27.05,5,"",2.24083714293264,0.13004858417673,0,294.64,50.7,-0.71219537553064,0.00181141994491482
"95",7048,5428,3,NA,112.49,NA,NA,NA,NA,17.21,5,NA,0,0.17,0.007,"Jiang",2007.5,23.17,"Forest","Drought","","IRGA","Schima superba; Castanopsis chinensis; Craibiodendron scleranthum","Oxisols",225,10,"Rs_annual",2.07964484845282,0.119979510477499,27.45,5,"",2.85918135454377,0.199942752054541,0,294.64,50.7,-0.318338210989024,0.00273953901538802
"96",7048,5429,3,NA,112.49,NA,NA,NA,NA,7.75,5,NA,0,0.17,0.007,"Jiang",2007.5,23.17,"Forest","Drought","","IRGA","Castanopsis chinensis; Cryptocarya concinna; Schima superba; and Machilus chinensis","Oxisols",225,10,"Rs_annual",2.1404222709616,0.120023678751685,16.02,5,"",2.89089131411357,0.200061682636155,0,294.64,50.7,-0.300561735315442,0.00264453137018615
"97",7048,5430,3,NA,112.49,NA,NA,NA,NA,29.36,5,NA,200,0.19,0.01,"Jiang",2007.5,23.17,"Forest","Irrigation","Double precipitation","IRGA","Pinus massoniana; Rhodomyrtus tomentosa; Dicranopteris linearis","Oxisols",225,10,"Rs_annual",2.63985413418598,0.159991159659646,27.05,5,"",2.24083714293264,0.13004858417673,0,294.64,50.7,0.163874142856651,0.00234707957160115
"98",7048,5431,3,NA,112.49,NA,NA,NA,NA,30.24,5,NA,200,0.3,0.02,"Jiang",2007.5,23.17,"Forest","Irrigation","Double precipitation","IRGA","Schima superba; Castanopsis chinensis; Craibiodendron scleranthum","Oxisols",225,10,"Rs_annual",2.97016621303808,0.17000951388632,27.45,5,"",2.85918135454377,0.199942752054541,0,294.64,50.7,0.0380825710472094,0.00272217478460539
"99",7048,5432,3,NA,112.49,NA,NA,NA,NA,18.82,5,NA,200,0.29,0.02,"Jiang",2007.5,23.17,"Forest","Irrigation","Double precipitation","IRGA","Castanopsis chinensis; Cryptocarya concinna; Schima superba; and Machilus chinensis","Oxisols",225,10,"Rs_annual",2.94902623999154,0.169943885024972,16.02,5,"",2.89089131411357,0.200061682636155,0,294.64,50.7,0.0199101599593297,0.00270336649733382
"100",7046,5647,6,NA,110.38,NA,NA,NA,NA,11,6,"SM estimated from Figure 4",112.5,0.11,0.005,"Jia",2011,38.82,"Grassland","Irrigation","50 mm/yr","IRGA","Stipa bungeana","Loessial (Regosols)",1178,10,"Rs_growingseason",1.5,0.1,10,6,"",1.25,0.1,0,127.12,23.08,0.182321556793955,0.00180740740740741
"101",7046,5648,6,NA,110.38,NA,NA,NA,NA,10,6,"SM estimated from Figure 4",112.5,0.1,0.005,"Jia",2011,38.82,"Grassland","Irrigation","50 mm/yr","IRGA","Medicago sativa","Loessial (Regosols)",1178,10,"Rs_growingseason",1.9,0.05,9,6,"",1.4,0.01,0,127.12,23.08,0.305381649551182,0.000123923530631089
"102",7115,5686,3,NA,87.93,NA,NA,NA,NA,27,30,NA,150,0.27,NA,"Lai",2010.5,40.3,"Shrubland","Irrigation","50%","IRGA","Reaumuria soongorica","Clay loam",NA,14,"Rs_growingseason",0.5,0.08660254038,22,30,"",0.47,0.01732050808,0,241.313725490196,19.9607843137255,0.0618754037180875,0.0104526935270673
"103",7115,5689,3,NA,87.93,NA,NA,NA,NA,31,30,NA,200,0.31,NA,"Lai",2010.5,40.3,"Shrubland","Irrigation","100%","IRGA","Reaumuria soongorica","Clay loam",NA,14,"Rs_growingseason",0.66,0.1732050808,22,30,"",0.47,0.01732050808,0,241.313725490196,19.9607843137255,0.339507140316367,0.0234095346767956
"104",8694,5896,1,NA,-51.45,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,"da Costa",2010.5,-1.72,"Forest","Drought","","IRGA","Mixed","Vetic Acrisols",NA,30,"Rs_annual",4.05358983167296,0.42015696429987,NA,NA,"",4.22535211267606,0.446581930608038,0,392.979591836735,41.1224489795918,-0.0414997309067526,0.0219140436344247
"105",8694,5896,1,NA,-51.45,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,"da Costa",2010.5,-1.72,"Forest","Drought","","IRGA","Mixed","Vetic Acrisols",NA,30,"Rh_annual",2.04264989562138,0.158549797849008,NA,NA,"",1.60135295827498,0.124197341648389,0,392.979591836735,41.1224489795918,0.243399062518108,0.0120400176657921
"106",9324,5941,5,NA,101.27,NA,NA,NA,NA,24.35,NA,"SM from Table S1",50,0.2435,0.073,"Zhang",2012.5,21.92,"Forest","Drought","","IRGA","Barringtonia macrostachya; Haomalium laoticum; Horsfieldia tetratepala; Myeristica yunnanensis; Pometia tomentosa; Terminalia myriocarpa","Oxisol",568,30,"Rs_annual",2.25933461934836,0.921970629442697,29.18,NA,"",1.83125016515604,0.791634185978913,0,379.8,60.12,0.210071469746857,0.0706797274621362
"107",10104,6047,3,NA,144.08,26.7,NA,NA,NA,40,6,"SM estimated based on results text and Figure 1",60,NA,NA,"Hinko-Najera",2011.5,-37.42236111,"Forest","Drought","-40%","IRGA","Eucalyptus obliqua; Eucalyptus rubida; Eucalyptus radiata","Acidic-mottled, Dystrophic, Yellow Dermosol",706,30,"Rs_annual",3.78934016859129,0.06,42,6,"",4.67986153317655,0.08,0,226.117647058824,96.3529411764706,-0.211076616623268,0.000180978274352307
"108",10104,6047,3,NA,144.08,26.7,NA,NA,NA,40,6,"SM estimated based on results text and Figure 1",60,NA,NA,"Hinko-Najera",2011.5,-37.42236111,"Forest","Drought","-40%","IRGA","Eucalyptus obliqua; Eucalyptus rubida; Eucalyptus radiata","Acidic-mottled, Dystrophic, Yellow Dermosol",706,30,"Rh_annual",2.30425706207225,0.100185089659911,42,6,"",2.18534471368549,0.0993338506196654,0,226.117647058824,96.3529411764706,0.0529847288852882,0.0013188249569316
"109",10404,6103,20,NA,-123.63,31,10,3.42,10,NA,30,NA,120,NA,NA,"Reynolds",2011,42.27805556,"Grassland","Irrigation","","IRGA","Bromus hordeaceus; Trifollium subterraneum; Erodium cicutarium","Loam (Ultic Haploxerolls)",394,30,"Rs_annual",2.55529424199984,0.125209417857992,NA,30,"",2.58700420156964,0.186264302513014,0,303.872340425532,68.0425531914894,-0.0123331470772161,0.00037925
"110",10404,6104,20,NA,-124.1,14.5,10,4.18,10,NA,30,NA,120,NA,NA,"Reynolds",2011,44.02611111,"Grassland","Irrigation","","IRGA","Agrostis capillaris; Briza minor; Koeleria macrantha; Prunella vulgaris; Achillea millefolium; Trifollium subterraneum","Clay loam (Vertic Haploxerolls)",165,30,"Rs_annual",2.89881880400602,0.333364162460693,NA,30,"",2.74555399941865,0.395359775916286,0,163.97619047619,88.0952380952381,0.0543204691760029,0.00169805
"111",10404,6105,20,NA,-122.75,3.5,10,3.78,10,NA,30,NA,120,NA,NA,"Reynolds",2011,46.89638889,"Grassland","Irrigation","","IRGA","Leucanthemum vulgare; Prunella vulgaris; Eriophyllum lanatum; Agrostis capillaris","Sandy loam (Typic Melanoxerands)",134,30,"Rs_annual",2.26726210924081,0.19498454139471,NA,30,"",2.11928229791507,0.0868905742145179,0,292,70.468085106383,0.0674954916214479,0.00045385
"112",10066,6195,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2000.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",2.0423856459583,0.251731613297043,NA,10,"",2.38987395291071,0.0457693842454351,0,242.392156862745,94.2156862745098,-0.157122066290989,0.00518608433681512
"113",10066,6198,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2001.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",2.21943292022303,0.0549232610786671,NA,10,"",1.79848320693391,0.0320385689559496,1,242.392156862745,94.2156862745098,0.210308075064776,0.000309912333606478
"114",10066,6201,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2002.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.6327986681817,0.018307753692889,NA,10,"",1.42589118198874,0.0411924458156066,2,242.392156862745,94.2156862745098,0.135498507733333,0.000320096470637357
"115",10066,6204,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2003.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.75223951589462,0.018307753692889,NA,10,"",1.49776709034696,0.0915387684644452,3,242.392156862745,94.2156862745098,0.156919300558297,0.00128147706076301
"116",10066,6207,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2004.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.57968448590228,0.0411924458156066,NA,10,"",1.09927859841979,0.00915387684644452,4,242.392156862745,94.2156862745098,0.362570989588574,0.000249773024949192
"117",10066,6210,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2005.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.48032661258357,0.027461630552546,NA,10,"",1.21290595354491,0.018307753692889,5,242.392156862745,94.2156862745098,0.199243652765463,0.000190658165283171
"118",10066,6213,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2006.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.48983960045451,0.013730815270988,NA,10,"",1.46764262875565,0.013730815270988,6,242.392156862745,94.2156862745098,0.0150110038073129,5.74897587536214e-05
"119",10066,6216,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2007.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.59051872208863,0.00457693842454351,NA,10,"",1.33868879317179,0.027461630552546,7,242.392156862745,94.2156862745098,0.17236958098615,0.000143032636940093
"120",10066,6219,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2008.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.04087942287874,0.018307753692889,NA,10,"",0.937822054276881,0.0228846921174325,8,242.392156862745,94.2156862745098,0.104261010324409,0.000301606360417484
"121",10066,6222,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2009.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.18463123959517,0.00457693842454351,NA,10,"",1.04669291546653,0.0228846921174325,9,242.392156862745,94.2156862745098,0.123795946533523,0.000164317817477423
"122",10066,6225,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2010.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",0.913246835610285,0.00457693842454351,NA,10,"",0.707132098406575,0.00915387684644452,10,242.392156862745,94.2156862745098,0.255788708675827,6.42307569993885e-05
